onset	duration	lh_orientation	rh_orientation
0.1938	3.000	135	135
8.2909	3.000	135	none
16.2206	3.000	0	135
24.1514	3.000	45	45
32.2313	3.000	45	none
40.1791	3.000	45	45
48.1934	3.000	0	90
56.2566	3.000	none	90
64.2208	3.000	0	0
72.1851	3.000	135	45
80.2485	3.000	none	45
88.1630	3.000	45	90
96.2270	3.000	0	0
104.2904	3.000	none	0
112.1714	3.000	90	45
120.2522	3.000	135	90
128.2825	3.000	135	none
136.1800	3.000	90	45
144.1942	3.000	0	90
152.1745	3.000	135	90
160.2718	3.000	none	90
168.2191	3.000	45	135
176.2164	3.000	135	0
184.2967	3.000	none	0
192.2443	3.000	45	0
200.1918	3.000	90	0
208.2728	3.000	90	none
216.2035	3.000	90	135
224.1834	3.000	90	135
232.2641	3.000	90	none
